chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr14	67529175	67529337	11	NA	NA	NA	NA	26	6	NA	NA	NA	NA	NA	NA
chr14	67574433	67574671	5	NA	NA	NA	NA	NA	NA	20	11	21	16	21	6
chr14	67854987	67855030	5	NA	NA	NA	NA	NA	NA	22	1	NA	NA	NA	NA
chr14	68551452	68551511	10	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14	68702232	68702346	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	6
chr14	68753237	68753282	4	NA	NA	NA	NA	25	20	NA	NA	NA	NA	NA	NA
chr14	69792877	69792935	8	NA	NA	NA	NA	NA	NA	NA	NA	21	0	20	0
chr14	69902331	69902357	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	7
chr14	69902515	69902625	10	NA	NA	34	0	NA	NA	NA	NA	26	3	26	0
chr14	70008487	70008708	12	NA	NA	NA	NA	20	5	32	25	39	6	NA	NA
chr14	70031660	70031687	4	NA	NA	NA	NA	NA	NA	23	13	NA	NA	NA	NA
chr14	70132872	70133218	9	NA	NA	NA	NA	20	0	33	1	NA	NA	NA	NA
chr14	70475011	70475042	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr14	70475869	70476092	9	NA	NA	NA	NA	NA	NA	NA	NA	24	4	NA	NA
chr14	70479338	70479470	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	0
chr14	70568113	70568159	5	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr14	70591597	70591661	9	NA	NA	NA	NA	NA	NA	31	27	NA	NA	NA	NA
chr14	70802179	70802288	5	NA	NA	NA	NA	NA	NA	NA	NA	31	29	NA	NA
chr14	70843646	70843700	7	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14	70977425	70977471	7	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr14	70977870	70977935	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	5
chr14	71041943	71041981	5	NA	NA	NA	NA	25	4	NA	NA	NA	NA	NA	NA
chr14	71165175	71165299	5	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr14	73109612	73109650	8	NA	NA	NA	NA	NA	NA	NA	NA	25	1	NA	NA
chr14	73383193	73383397	5	NA	NA	NA	NA	NA	NA	25	1	NA	NA	NA	NA
chr14	73770676	73770824	7	NA	NA	NA	NA	NA	NA	NA	NA	21	18	20	19
chr14	75579195	75579316	7	NA	NA	NA	NA	NA	NA	20	16	NA	NA	NA	NA
chr14	75928375	75928442	3	NA	NA	NA	NA	NA	NA	28	21	NA	NA	NA	NA
chr14	76186124	76186206	6	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr14	76187473	76187738	8	20	8	30	5	NA	NA	32	10	22	7	26	5
chr14	76237369	76237444	4	NA	NA	NA	NA	NA	NA	21	3	21	1	NA	NA
chr14	76244015	76244117	5	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr14	76244234	76244373	4	NA	NA	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr14	76267715	76267967	4	NA	NA	NA	NA	NA	NA	21	16	NA	NA	NA	NA
chr14	76285639	76285850	5	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr14	76975303	76975366	4	NA	NA	NA	NA	NA	NA	NA	NA	26	25	NA	NA
chr14	77205302	77205454	6	NA	NA	NA	NA	NA	NA	25	3	NA	NA	NA	NA
chr14	77436890	77436996	4	NA	NA	NA	NA	NA	NA	NA	NA	23	2	NA	NA
chr14	77477005	77477028	5	NA	NA	NA	NA	NA	NA	NA	NA	20	19	NA	NA
chr14	77541407	77541610	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr14	77949647	77949813	7	NA	NA	NA	NA	NA	NA	33	30	NA	NA	NA	NA
chr14	78847954	78848089	5	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA
chr14	79125627	79126113	19	55	39	95	75	50	25	98	77	67	37	76	49
chr14	79126257	79126414	7	56	55	57	57	86	83	68	67	101	95	65	64
chr14	79130723	79131057	8	42	27	48	28	63	48	54	34	57	38	46	32
chr14	79131069	79131399	11	121	11	111	5	188	15	203	15	218	10	194	7
chr14	79131456	79131737	12	50	7	75	10	76	7	85	9	109	2	89	8
chr14	79131858	79132209	24	24	3	NA	NA	67	13	NA	NA	45	1	NA	NA
chr14	79133306	79133488	7	53	26	82	43	60	33	74	40	90	46	42	22
chr14	79133753	79134063	8	22	20	21	20	24	20	35	30	52	49	NA	NA
chr14	79797952	79798074	6	NA	NA	NA	NA	NA	NA	NA	NA	47	1	NA	NA
chr14	79881165	79881220	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr14	79919303	79919373	7	20	0	25	1	26	1	37	1	26	4	NA	NA
chr14	79935269	79935426	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	29
chr14	80061103	80061201	8	NA	NA	NA	NA	NA	NA	28	9	NA	NA	NA	NA
chr14	84189850	84189908	3	NA	NA	NA	NA	21	13	24	9	20	13	NA	NA
chr14	84843952	84843993	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr14	84846345	84846468	16	24	9	22	0	31	4	30	9	30	12	NA	NA
chr14	86208008	86208092	4	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr14	86559236	86559369	7	21	20	NA	NA	NA	NA	NA	NA	NA	NA	23	21
chr14	97389915	97390221	8	22	2	NA	NA	NA	NA	25	14	23	7	NA	NA
chr14	98166222	98166431	4	NA	NA	NA	NA	NA	NA	22	21	NA	NA	NA	NA
chr14	98567490	98567554	7	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA
chr14	98813428	98813499	3	NA	NA	25	14	21	8	24	10	26	7	23	12
chr14	99443111	99443178	4	NA	NA	NA	NA	21	19	NA	NA	22	14	33	26
chr14	99499721	99499869	4	NA	NA	21	13	20	7	33	17	28	17	NA	NA
chr14	99619205	99619320	3	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA
chr14	99666129	99666155	4	NA	NA	NA	NA	NA	NA	26	23	NA	NA	NA	NA
chr14	99920785	99920999	9	NA	NA	NA	NA	NA	NA	34	32	NA	NA	24	21
chr14	100133516	100133700	6	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr14	102239908	102240055	8	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr14	103381559	103381635	13	NA	NA	NA	NA	NA	NA	NA	NA	25	17	36	21
chr14	103469643	103469705	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr14	104213649	104213749	5	NA	NA	22	8	24	7	26	13	22	7	23	2
chr14	104426623	104426669	6	NA	NA	23	2	NA	NA	NA	NA	NA	NA	NA	NA
chr14	104736213	104736263	11	NA	NA	NA	NA	NA	NA	33	6	NA	NA	NA	NA
chr14	104921881	104921964	11	21	9	NA	NA	NA	NA	NA	NA	25	13	NA	NA
chr14	105658633	105658693	3	25	1	27	1	32	0	52	0	42	0	NA	NA
chr14	105826630	105826745	7	20	0	56	6	39	3	72	1	41	0	35	0
chr14	105883026	105883259	6	NA	NA	25	14	NA	NA	23	10	21	14	NA	NA
chr14	106081044	106081093	5	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr14	106297528	106297684	7	NA	NA	NA	NA	24	0	NA	NA	NA	NA	21	0
chr14	116231119	116231259	5	NA	NA	NA	NA	20	10	22	14	NA	NA	NA	NA
chr14	118531896	118531972	9	NA	NA	33	14	NA	NA	44	8	NA	NA	NA	NA
chr14	118629526	118629849	7	NA	NA	26	9	27	11	26	11	30	6	33	3
chr14	118634258	118634309	12	NA	NA	NA	NA	NA	NA	40	18	20	20	NA	NA
chr14	119341337	119341614	11	26	19	44	36	47	33	45	42	44	35	53	35
chr14	119537747	119537854	10	NA	NA	NA	NA	NA	NA	27	15	23	15	NA	NA
chr14	119540224	119540360	5	NA	NA	NA	NA	NA	NA	22	16	21	14	NA	NA
chr14	121312344	121312532	6	NA	NA	NA	NA	NA	NA	28	15	NA	NA	NA	NA
chr14	121785509	121785588	5	NA	NA	NA	NA	32	19	NA	NA	33	10	NA	NA
chr14	121844729	121845028	8	NA	NA	37	9	24	5	40	10	46	9	37	6
chr14	122278443	122278548	6	NA	NA	NA	NA	NA	NA	NA	NA	28	0	NA	NA
chr14	122438242	122438304	4	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA
chr14	122441500	122441660	5	NA	NA	22	15	NA	NA	36	25	NA	NA	NA	NA
chr14	122506949	122507192	8	NA	NA	26	0	NA	NA	37	0	35	0	NA	NA
chr14	122580959	122580991	7	NA	NA	NA	NA	NA	NA	21	10	NA	NA	NA	NA
chr14	122628276	122628412	4	NA	NA	NA	NA	20	16	NA	NA	NA	NA	NA	NA
chr14	122805656	122805967	23	64	14	76	7	68	2	67	9	78	0	44	0
chr14	122863345	122863408	10	NA	NA	38	5	NA	NA	NA	NA	NA	NA	NA	NA
chr14	122927860	122927927	3	NA	NA	NA	NA	NA	NA	NA	NA	21	18	NA	NA
chr14	123313076	123313184	3	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA
chr14	124097705	124097845	5	NA	NA	21	14	NA	NA	21	12	NA	NA	25	16
chr14	125075948	125076029	5	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr15	5066371	5066426	7	NA	NA	21	14	NA	NA	NA	NA	NA	NA	NA	NA
chr15	6484610	6484917	5	NA	NA	NA	NA	NA	NA	21	16	29	19	NA	NA
chr15	6618771	6618925	6	20	18	NA	NA	32	27	20	19	26	22	NA	NA
chr15	6832186	6832261	3	24	0	NA	NA	22	1	NA	NA	NA	NA	NA	NA
chr15	8392832	8392977	5	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr15	8544982	8545043	3	NA	NA	32	14	22	16	NA	NA	NA	NA	NA	NA
chr15	8660634	8660713	6	22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	9002562	9002863	8	NA	NA	NA	NA	26	13	NA	NA	NA	NA	NA	NA
chr15	9009997	9010016	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr15	9594143	9594439	5	NA	NA	NA	NA	NA	NA	29	18	23	18	NA	NA
chr15	10416137	10416183	6	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr15	10416565	10416802	5	NA	NA	NA	NA	NA	NA	32	5	NA	NA	21	8
chr15	10528644	10528707	7	NA	NA	22	21	NA	NA	NA	NA	NA	NA	20	20
chr15	10912608	10912693	4	NA	NA	NA	NA	22	19	NA	NA	NA	NA	NA	NA
chr15	11834257	11834316	6	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr15	11835650	11835906	11	NA	NA	NA	NA	24	1	NA	NA	NA	NA	NA	NA
chr15	11896271	11896455	4	NA	NA	NA	NA	NA	NA	20	0	20	0	22	0
chr15	12047296	12047442	16	27	2	NA	NA	28	12	46	19	66	21	NA	NA
chr15	12134382	12134467	7	31	0	NA	NA	NA	NA	23	0	NA	NA	46	1
chr15	12252284	12252501	8	21	0	NA	NA	44	0	26	0	NA	NA	35	1
chr15	12599539	12599588	8	32	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	12814761	12815021	10	NA	NA	NA	NA	30	30	NA	NA	NA	NA	NA	NA
chr15	14627400	14627613	4	NA	NA	21	14	21	12	30	23	NA	NA	NA	NA
chr15	15019865	15020207	7	NA	NA	21	17	NA	NA	21	10	NA	NA	NA	NA
chr15	16839649	16839781	4	NA	NA	NA	NA	27	17	NA	NA	23	20	NA	NA
chr15	17019030	17019158	4	28	24	NA	NA	26	17	25	10	NA	NA	24	16
chr15	18647548	18647732	8	NA	NA	36	26	43	31	55	31	25	18	21	17
chr15	18833214	18833307	3	NA	NA	NA	NA	NA	NA	20	18	NA	NA	NA	NA
chr15	23524641	23524760	5	25	12	NA	NA	NA	NA	26	7	30	16	23	12
chr15	24941726	24941968	6	32	29	26	24	26	20	35	31	27	21	NA	NA
chr15	25839950	25840101	4	NA	NA	NA	NA	NA	NA	30	14	NA	NA	NA	NA
chr15	26955169	26955237	11	NA	NA	NA	NA	33	26	20	19	NA	NA	NA	NA
chr15	27339737	27339877	7	NA	NA	23	14	NA	NA	28	18	NA	NA	NA	NA
chr15	27396862	27396926	11	23	3	NA	NA	NA	NA	NA	NA	21	8	30	14
chr15	29469205	29469228	5	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	30132582	30132607	4	NA	NA	NA	NA	NA	NA	25	19	NA	NA	NA	NA
chr15	31154568	31154769	6	NA	NA	21	0	NA	NA	NA	NA	23	0	NA	NA
chr15	31295391	31295512	8	NA	NA	NA	NA	NA	NA	46	1	36	1	20	4
chr15	31355041	31355180	5	NA	NA	20	20	21	16	23	19	NA	NA	NA	NA
chr15	33335346	33335689	6	NA	NA	NA	NA	NA	NA	20	18	NA	NA	NA	NA
chr15	33565312	33565428	5	NA	NA	NA	NA	24	11	NA	NA	NA	NA	NA	NA
chr15	33691756	33691842	5	NA	NA	20	18	NA	NA	NA	NA	NA	NA	NA	NA
chr15	33731691	33731866	5	NA	NA	20	20	25	22	27	23	21	20	24	24
chr15	34672888	34672976	5	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr15	35095011	35095040	3	NA	NA	NA	NA	NA	NA	26	26	26	26	28	27
chr15	35232907	35233008	6	NA	NA	NA	NA	NA	NA	25	6	28	9	NA	NA
chr15	35300526	35300914	8	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr15	35301646	35301761	7	NA	NA	NA	NA	NA	NA	NA	NA	32	0	NA	NA
chr15	35867680	35867749	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	18
chr15	35867891	35867968	10	NA	NA	NA	NA	NA	NA	25	4	NA	NA	NA	NA
chr15	36094425	36094481	7	NA	NA	NA	NA	NA	NA	NA	NA	25	5	NA	NA
chr15	36211784	36212265	18	NA	NA	NA	NA	48	3	49	2	25	1	21	0
chr15	36212792	36212870	11	NA	NA	24	2	23	6	21	9	NA	NA	NA	NA
chr15	36448267	36448324	3	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr15	36539401	36539450	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr15	36724068	36724212	7	NA	NA	NA	NA	22	0	NA	NA	NA	NA	NA	NA
chr15	37163345	37163527	7	NA	NA	29	1	NA	NA	23	0	31	0	24	2
chr15	37287060	37287174	4	NA	NA	32	31	33	33	42	42	28	28	28	28
chr15	38009234	38009359	8	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr15	38231408	38231447	6	NA	NA	NA	NA	NA	NA	NA	NA	30	11	NA	NA
chr15	38403255	38403304	6	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA
chr15	38892862	38893193	11	NA	NA	56	55	36	34	49	45	52	47	53	48
chr15	38893339	38893348	3	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA
chr15	39490968	39491054	7	NA	NA	NA	NA	24	3	NA	NA	NA	NA	NA	NA
chr15	39775096	39775250	10	NA	NA	NA	NA	NA	NA	27	4	NA	NA	NA	NA
chr15	40487056	40487099	8	NA	NA	NA	NA	NA	NA	NA	NA	27	6	NA	NA
chr15	41057544	41057639	4	22	19	33	33	28	26	37	33	44	43	NA	NA
chr15	41279147	41279205	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr15	42507923	42507977	4	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	44451161	44451204	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1
chr15	44451677	44451796	4	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA
chr15	44578375	44578493	3	NA	NA	NA	NA	NA	NA	25	18	NA	NA	NA	NA
chr15	50481558	50481721	4	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr15	50701128	50701170	7	28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	51696816	51696880	8	24	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	52543978	52544008	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr15	53177158	53177315	10	NA	NA	23	16	NA	NA	27	21	NA	NA	NA	NA
chr15	53177503	53177557	11	NA	NA	NA	NA	28	10	33	1	NA	NA	NA	NA
chr15	54404610	54404655	4	NA	NA	NA	NA	NA	NA	NA	NA	24	4	NA	NA
chr15	54904194	54904377	5	NA	NA	NA	NA	20	5	20	3	NA	NA	22	4
chr15	54945520	54945605	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3
chr15	55388541	55388596	3	NA	NA	NA	NA	33	1	22	0	NA	NA	NA	NA
chr15	55389748	55389909	4	NA	NA	NA	NA	NA	NA	31	7	NA	NA	NA	NA
chr15	56527291	56527366	5	NA	NA	23	1	NA	NA	20	0	NA	NA	NA	NA
chr15	57525115	57525153	5	NA	NA	NA	NA	NA	NA	22	0	NA	NA	NA	NA
chr15	57527060	57527095	7	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA
chr15	57880440	57880579	3	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA
chr15	57907101	57907241	6	NA	NA	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr15	57966748	57966850	17	39	9	28	17	NA	NA	86	29	36	1	23	16
chr15	58703983	58704131	8	NA	NA	NA	NA	NA	NA	28	0	NA	NA	21	0
chr15	58765189	58765540	16	NA	NA	NA	NA	NA	NA	40	10	21	1	NA	NA
chr15	58878484	58878639	5	25	4	24	5	NA	NA	24	7	NA	NA	NA	NA
chr15	59503444	59503635	9	21	20	NA	NA	24	23	23	23	27	25	38	37
chr15	63693913	63694002	4	NA	NA	NA	NA	NA	NA	26	18	NA	NA	NA	NA
chr15	63829727	63829801	11	NA	NA	27	23	23	10	NA	NA	NA	NA	NA	NA
chr15	63892528	63892602	3	NA	NA	NA	NA	NA	NA	20	16	NA	NA	NA	NA
chr15	64458983	64459060	6	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA
chr15	65888989	65889043	6	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr15	66409758	66409975	7	39	0	44	1	61	0	59	1	49	0	43	0
chr15	66800310	66800476	16	NA	NA	NA	NA	NA	NA	24	12	33	3	44	7
chr15	67008278	67008322	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	7
chr15	68194052	68194116	9	NA	NA	NA	NA	NA	NA	NA	NA	33	21	NA	NA
chr15	68194649	68194705	14	NA	NA	23	6	NA	NA	43	8	NA	NA	NA	NA
chr15	72920299	72920350	4	NA	NA	20	0	NA	NA	20	0	NA	NA	NA	NA
chr15	73788010	73788177	5	NA	NA	NA	NA	NA	NA	32	11	NA	NA	NA	NA
chr15	74703279	74703414	7	47	0	66	0	70	23	76	1	71	1	66	0
chr15	74917094	74917197	5	330	275	362	271	388	321	416	352	386	309	386	314
chr15	74949336	74949505	5	NA	NA	NA	NA	NA	NA	26	10	NA	NA	NA	NA
chr15	75253708	75253776	6	NA	NA	NA	NA	NA	NA	36	33	23	23	NA	NA
chr15	75558662	75558760	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr15	75577686	75577734	9	NA	NA	NA	NA	43	24	NA	NA	NA	NA	NA	NA
chr15	75714607	75714756	10	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr15	75739290	75739322	4	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr15	75793410	75793436	4	NA	NA	28	17	24	13	36	21	24	10	NA	NA
chr15	75811930	75811956	7	NA	NA	25	4	NA	NA	NA	NA	NA	NA	NA	NA
chr15	76009468	76009542	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr15	76287718	76287836	6	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr15	76350151	76350216	10	NA	NA	NA	NA	26	0	NA	NA	21	6	30	8
chr15	76552974	76553042	8	NA	NA	NA	NA	NA	NA	NA	NA	28	15	NA	NA
chr15	76647819	76647999	13	NA	NA	NA	NA	NA	NA	20	8	23	14	32	23
chr15	76709649	76709694	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	7
chr15	76730544	76730696	7	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr15	77514306	77514602	10	NA	NA	NA	NA	25	1	20	5	30	1	32	0
chr15	77522190	77522335	11	29	0	NA	NA	72	1	112	1	48	2	57	1
chr15	77950598	77950650	5	22	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	78208928	78209002	5	NA	NA	NA	NA	NA	NA	44	42	29	27	NA	NA
chr15	78385313	78385362	6	NA	NA	NA	NA	NA	NA	28	20	NA	NA	NA	NA
chr15	78385788	78385865	5	NA	NA	20	14	23	19	29	23	31	25	NA	NA
chr15	78603807	78603927	6	NA	NA	NA	NA	NA	NA	NA	NA	35	9	NA	NA
chr15	78730141	78730178	7	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr15	78744375	78744567	26	50	12	33	10	NA	NA	NA	NA	NA	NA	27	0
chr15	78790388	78790429	5	20	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	78873685	78873724	9	NA	NA	27	15	NA	NA	NA	NA	NA	NA	NA	NA
chr15	79158263	79158474	10	35	6	NA	NA	23	12	NA	NA	NA	NA	NA	NA
chr15	79187912	79188030	18	NA	NA	NA	NA	NA	NA	52	0	NA	NA	47	5
chr15	79316149	79316191	7	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr15	79499942	79499957	3	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr15	79518859	79519097	7	NA	NA	25	0	NA	NA	NA	NA	20	1	NA	NA
chr15	79736217	79736247	3	NA	NA	NA	NA	25	17	NA	NA	NA	NA	NA	NA
chr15	79765222	79765334	5	NA	NA	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr15	79780994	79781117	8	NA	NA	23	0	37	1	34	0	30	3	33	0
chr15	79801498	79801598	5	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr15	79843537	79843601	7	NA	NA	NA	NA	25	3	NA	NA	NA	NA	NA	NA
chr15	79963879	79963911	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	17
chr15	80064488	80064554	9	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	80542962	80543068	5	NA	NA	NA	NA	29	23	23	14	38	35	20	15
chr15	80863843	80863884	3	NA	NA	NA	NA	NA	NA	20	6	NA	NA	NA	NA
chr15	81297125	81297155	5	NA	NA	NA	NA	21	7	NA	NA	NA	NA	NA	NA
chr15	81310253	81310309	6	NA	NA	NA	NA	26	23	NA	NA	NA	NA	NA	NA
chr15	81354730	81354784	6	NA	NA	NA	NA	NA	NA	NA	NA	21	2	NA	NA
chr15	81494980	81495239	9	NA	NA	NA	NA	NA	NA	26	0	35	0	NA	NA
chr15	81560178	81560316	15	29	2	NA	NA	NA	NA	NA	NA	NA	NA	33	4
chr15	81688546	81688852	19	30	8	NA	NA	26	0	32	5	NA	NA	NA	NA
chr15	81874981	81875065	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr15	81976815	81977107	7	25	2	26	1	22	2	29	0	44	2	31	0
chr15	82729345	82729406	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr15	82730256	82730328	15	NA	NA	NA	NA	NA	NA	45	1	NA	NA	24	1
chr15	82976642	82976747	3	NA	NA	NA	NA	NA	NA	21	12	21	12	NA	NA
chr15	82976870	82976943	4	NA	NA	NA	NA	22	18	NA	NA	NA	NA	NA	NA
chr15	83413828	83413939	4	29	27	NA	NA	31	29	31	26	30	28	21	17
chr15	83998518	83998614	8	NA	NA	NA	NA	NA	NA	NA	NA	25	18	NA	NA
chr15	84369911	84370088	7	NA	NA	NA	NA	30	22	21	11	NA	NA	NA	NA
chr15	84511680	84511805	15	NA	NA	36	9	NA	NA	NA	NA	NA	NA	NA	NA
chr15	85062958	85063053	4	NA	NA	NA	NA	20	4	NA	NA	NA	NA	NA	NA
chr15	85166973	85167020	9	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	85484013	85484063	7	NA	NA	NA	NA	27	25	NA	NA	NA	NA	NA	NA
chr15	85488541	85488709	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr15	85641489	85641615	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1
chr15	85734125	85734261	9	37	35	32	30	NA	NA	24	20	27	25	NA	NA
chr15	85881563	85881686	9	42	30	20	18	NA	NA	43	29	23	14	24	18
chr15	85889028	85889096	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr15	86769438	86769625	10	31	26	NA	NA	28	23	44	42	NA	NA	22	22
chr15	88542202	88542228	4	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr15	88582759	88582819	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr15	88650064	88650105	9	NA	NA	NA	NA	NA	NA	NA	NA	27	3	NA	NA
chr15	88953465	88953624	16	NA	NA	NA	NA	50	19	34	14	NA	NA	NA	NA
chr15	89186538	89186694	6	NA	NA	NA	NA	20	2	NA	NA	NA	NA	NA	NA
chr15	89204191	89204315	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	24
chr15	89260614	89260663	6	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr15	89409667	89409861	8	23	21	37	32	33	27	50	40	52	47	35	29
chr15	89746209	89746687	15	35	28	39	38	25	21	30	28	25	25	22	21
chr15	90054487	90054590	8	NA	NA	NA	NA	NA	NA	NA	NA	27	21	NA	NA
chr15	90508666	90508757	5	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr15	90806632	90806787	5	NA	NA	22	20	NA	NA	NA	NA	28	26	26	26
chr15	90879734	90879781	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0
chr15	90880002	90880046	7	NA	NA	NA	NA	NA	NA	NA	NA	21	12	NA	NA
chr15	91022937	91023072	3	NA	NA	NA	NA	NA	NA	20	8	NA	NA	NA	NA
chr15	91083588	91083774	7	NA	NA	NA	NA	28	7	28	7	26	14	34	13
chr15	92219610	92219712	4	NA	NA	NA	NA	21	7	29	10	27	6	22	7
chr15	92946586	92946686	4	NA	NA	NA	NA	NA	NA	26	18	NA	NA	NA	NA
chr15	93424821	93424873	3	NA	NA	NA	NA	NA	NA	24	13	NA	NA	NA	NA
chr15	94173114	94173215	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	24
chr15	94210221	94210345	8	22	18	NA	NA	NA	NA	NA	NA	NA	NA	22	19
chr15	94309121	94309163	5	NA	NA	NA	NA	NA	NA	NA	NA	20	18	NA	NA
chr15	94348491	94348602	6	NA	NA	26	9	39	22	55	21	20	11	26	14
chr15	95554177	95554397	6	NA	NA	25	10	42	17	51	16	35	9	32	13
chr15	95604408	95604456	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	19
